requested_count,accepted_count,unplaced_count,stop_reason,capacity_warning,total_volume,inertia_xx,inertia_yy,inertia_zz
100,24,76,capacity_reached,1,2.71433605270158e-15,1.75824873490961e-25,1.44193593755651e-25,1.32148847201119e-25
