point_id,x,y,z
602,-0.000511055,-0.0153449,0.000318494
603,-0.000517055,-0.0153389,0.000318494
604,-0.000511055,-0.0153389,0.000318494
605,-0.000517055,-0.0153449,0.000324494
606,-0.000511055,-0.0153449,0.000324494
607,-0.000517055,-0.0153389,0.000324494
608,-0.000511055,-0.0153389,0.000324494
609,-0.000517055,-0.0153389,0.000294494
610,-0.000511055,-0.0153389,0.000294494
611,-0.000517055,-0.0153329,0.000294494
612,-0.000511055,-0.0153329,0.000294494
613,-0.000517055,-0.0153389,0.000300494
614,-0.000511055,-0.0153389,0.000300494
615,-0.000517055,-0.0153329,0.000300494
616,-0.000511055,-0.0153329,0.000300494
617,-0.000517055,-0.0153389,0.000300494
618,-0.000511055,-0.0153389,0.000300494
619,-0.000517055,-0.0153329,0.000300494
620,-0.000511055,-0.0153329,0.000300494
621,-0.000517055,-0.0153389,0.000306494
622,-0.000511055,-0.0153389,0.000306494
623,-0.000517055,-0.0153329,0.000306494
624,-0.000511055,-0.0153329,0.000306494
625,-0.000517055,-0.0153389,0.000306494
626,-0.000511055,-0.0153389,0.000306494
627,-0.000517055,-0.0153329,0.000306494
628,-0.000511055,-0.0153329,0.000306494
